gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,cogs,csho,dt,dvp,dvt,ebit,ebitda,ib,invt,lct,lt,ni,oancf,optdr,revt,sale,seq,tie,costat,prcc_c
012379,20210430,2020,INDL,C,D,STD,AMWD,USD,392.0800,1636.5140,742.8960,1329.3390,16.8010,651.3940,0.0000,0.0000,116.3020,212.5020,58.7630,140.2820,220.4470,893.6180,58.7630,151.7630,,1744.0140,1744.0140,742.8960,,A,93.8500
012389,20211231,2021,INDL,C,D,STD,HOG,USD,4550.0910,11051.0550,2553.2440,3078.5020,153.5690,6185.3860,0.0000,92.4260,1019.7980,1184.9830,650.0240,712.9420,3342.8870,8497.8110,650.0240,975.7010,1.4900,5336.3080,5336.3080,2553.2440,,A,37.6900
012392,20211231,2021,INDL,C,D,STD,SKYW,USD,1068.5930,7125.9470,2267.5140,2079.5710,50.3800,3346.3780,0.0000,0.0000,-62.2100,377.9880,111.9100,104.0930,1194.6210,4858.4330,111.9100,831.8200,,2713.4910,2713.4910,2267.5140,,A,39.3000
012395,20211031,2021,INDL,C,D,STD,TOL,USD,,11537.8500,5295.0240,6875.5900,120.1170,3531.7710,0.0000,76.9640,1063.5540,1138.3540,833.6270,8163.0950,,6197.3950,833.6270,1303.1270,0.9600,8935.9670,8935.9670,5295.0240,,A,72.3900
012428,20211231,2021,INDL,C,D,STD,POR,USD,688.0000,9494.0000,2707.0000,1614.0000,89.4110,,0.0000,152.0000,378.0000,782.0000,244.0000,78.0000,768.0000,6787.0000,244.0000,532.0000,,2396.0000,2396.0000,2707.0000,,A,52.9200
012441,20211231,2021,INDL,C,D,STD,IT,USD,2620.0800,7416.3240,371.0580,1444.0930,82.3970,3250.2840,0.0000,0.0000,971.3430,1183.7480,793.5600,0.0000,3378.7800,7045.2660,793.5600,1312.4700,0.0000,4733.9620,4733.9620,371.0580,,A,334.3200
012445,20211231,2021,INDL,C,D,STD,WTS,USD,861.5000,1855.6000,1173.2000,997.0000,33.6090,196.1000,0.0000,34.3000,258.9000,304.0000,165.7000,370.7000,408.5000,682.4000,165.7000,180.8000,,1809.2000,1809.2000,1173.2000,,A,194.1700
012459,20211231,2021,INDL,C,D,STD,NVR,USD,,5834.4750,3002.3780,6743.6520,3.4470,1606.2330,0.0000,0.0000,1643.5200,1662.9830,1236.7190,2746.6970,,2832.0970,1236.7190,1242.3930,0.0000,8970.0620,8970.0620,3002.3780,,A,5908.8700
012471,20211231,2021,INDL,C,D,STD,INT,USD,4019.7000,5942.4000,1912.7000,30467.9000,61.7000,673.6000,0.0000,30.0000,153.9000,234.8000,73.7000,477.9000,3096.7000,4025.6000,73.7000,173.2000,,31337.0000,31337.0000,1912.7000,,A,26.4700
012482,20210930,2021,INDL,C,D,STD,CLFD,USD,71.5060,125.9110,103.8240,77.2750,13.7320,2.5310,0.0000,0.0000,25.2340,27.5360,20.3270,27.5240,20.4710,22.0870,20.3270,10.9030,0.0000,140.7550,140.7550,103.8240,,A,84.4200
012540,20211130,2021,INDL,C,D,STD,ADBE,USD,8669.0000,27241.0000,14797.0000,1476.0000,475.0000,4673.0000,0.0000,0.0000,5802.0000,6363.0000,4822.0000,0.0000,6932.0000,12444.0000,4822.0000,7230.0000,,15785.0000,15785.0000,14797.0000,,A,567.0600
012544,20211231,2021,INDL,C,D,STD,JOE,USD,,1208.1510,607.4090,154.3370,58.8830,401.7120,0.0000,18.8440,93.7570,111.9590,74.5530,2.7970,,582.0510,74.5530,111.7970,,266.2960,266.2960,607.4090,,A,52.0500
012568,20210930,2021,INDL,C,D,STD,DJCO,USD,372.3360,390.5770,254.6410,36.9760,1.3810,33.7930,0.0000,0.0000,2.1520,2.6320,112.9000,0.0430,34.0120,135.9360,112.9000,3.2860,,49.3890,49.3890,254.6410,,A,356.7300
012598,20211231,2021,INDL,C,D,STD,PTSI,USD,199.5740,587.3810,216.1100,547.8490,11.1740,223.2410,0.0000,0.0000,104.2590,159.2710,76.5160,1.4560,111.4030,371.2710,76.5160,101.7400,,707.1200,707.1200,216.1100,,A,71.0100
012603,20211231,2021,INDL,C,D,STD,CNO,USD,,36204.4000,5259.7000,3137.1000,120.3770,4053.3000,0.0000,66.1000,665.6000,985.1000,441.0000,0.0000,,30944.7000,441.0000,598.3000,,4122.2000,4122.2000,5259.7000,,A,23.8400
012615,20211231,2021,INDL,C,D,STD,MHO,USD,,3239.8530,1624.1840,2827.8320,28.5000,747.3140,0.0000,0.0000,518.2960,527.4360,396.8680,2728.0890,,1615.6690,396.8680,-16.8230,,3745.8870,3745.8870,1624.1840,,A,62.1800
012625,20211231,2021,INDL,C,D,STD,MRTN,USD,186.9490,870.6900,651.6770,775.6880,83.0340,0.5400,0.0000,54.7350,95.3940,197.9560,85.4280,0.0000,93.5590,219.0130,85.4280,171.2040,0.9100,973.6440,973.6440,651.6770,,A,17.1600
012635,20211231,2021,INDL,C,D,STD,FISV,USD,18870.0000,76249.0000,30952.0000,5082.0000,650.0000,21734.0000,0.0000,0.0000,2288.0000,5334.0000,1334.0000,0.0000,18295.0000,44299.0000,1334.0000,4034.0000,0.0000,16226.0000,16226.0000,30952.0000,,A,103.7900
012689,20211130,2021,INDL,C,D,STD,KBH,USD,,5835.9180,3019.4750,4440.6710,88.2210,1714.5080,0.0000,54.0520,671.8880,700.5280,564.7460,4802.8290,,2816.4430,564.7460,-37.2960,,5724.9300,5724.9300,3019.4750,,A,44.7300
012711,20210930,2021,INDL,C,D,STD,CVM,USD,45.2720,75.8700,56.5340,0.0000,43.2070,15.9730,0.0000,0.0000,-36.1940,-33.9630,-36.3610,2.0070,3.9370,19.3360,-36.3610,-18.7870,0.0000,0.0000,0.0000,56.5340,,A,7.1000
012726,20211231,2021,INDL,C,D,STD,UNM,USD,,70115.6000,11416.4000,10547.0000,202.5140,3524.8000,0.0000,240.6000,1343.3000,1468.8000,824.2000,0.0000,,58699.2000,824.2000,1387.5000,,12015.8000,12015.8000,11416.4000,,A,24.5700
012785,20211231,2021,INDL,C,D,STD,PPC,USD,3305.9540,8913.2050,2577.0800,13030.8070,243.6760,3571.7200,0.0000,0.0000,898.0230,1278.8470,31.0000,1575.6580,2390.8230,6324.2710,31.0000,326.4590,,14777.4580,14777.4580,2577.0800,,A,28.2000
012825,20210930,2021,INDL,C,D,STD,JJSF,USD,584.7690,1122.2190,845.6540,796.2600,19.0840,60.5260,0.0000,45.9840,72.4910,121.8820,55.6070,123.1600,167.6290,276.5650,55.6070,101.4990,1.4000,1144.5790,1144.5790,845.6540,,A,157.9600
012840,20211231,2021,INDL,C,D,STD,HTLD,USD,233.2230,928.5420,727.1020,435.2320,78.9230,0.0000,0.0000,45.8720,67.9690,172.0520,79.2770,0.0000,71.5940,201.4400,79.2770,123.4180,,607.2840,607.2840,727.1020,,A,16.8200
012850,20211231,2021,INDL,C,D,STD,CERN,USD,2449.4540,7434.1580,3680.4620,606.6810,292.8500,1931.1100,0.0000,279.4550,992.6400,1711.4380,555.5960,28.1590,1626.2580,3753.6960,555.5960,1771.6840,,5764.8240,5764.8240,3680.4620,,A,92.8700
012874,20211231,2021,INDL,C,D,STD,ICAD,USD,50.3060,62.1910,46.5170,9.0780,25.1400,1.1550,0.0000,0.0000,-10.7320,-10.1750,-11.2450,4.1710,14.9620,15.6740,-11.2450,-9.4080,0.0000,33.6380,33.6380,46.5170,,A,7.2000
012909,20211231,2021,INDL,C,D,STD,MKL,USD,,48448.8660,14103.1570,9352.6050,13.6320,4932.6030,36.0000,36.0000,3251.8110,3484.9300,2425.0030,529.3000,,33269.5800,2425.0030,2274.0670,,12837.5350,12837.5350,14695.0480,,A,1234.0000
012915,20211231,2021,INDL,C,D,STD,OSUR,USD,288.4310,460.9900,380.5330,107.8520,72.0690,12.2740,0.0000,0.0000,-17.3770,-6.6190,-22.9980,53.1380,68.0640,80.4570,-22.9980,-35.3820,0.0000,233.6740,233.6740,380.5330,,A,8.6900
012945,20210930,2021,INDL,C,D,STD,PLXS,USD,1930.8860,2461.8930,1028.2320,2984.5550,28.0470,301.1930,0.0000,0.0000,179.5350,240.5490,138.9120,972.3120,1128.7030,1433.6610,138.9120,142.5770,,3368.8650,3368.8650,1028.2320,,A,95.8900
012972,20210930,2021,INDL,C,D,STD,IMKTA,USD,575.4400,2018.3440,983.2590,3668.0860,18.9940,632.0370,0.0000,12.6300,340.1020,457.2060,249.7310,389.9530,306.0980,1035.0850,249.7310,306.2970,,4987.9200,4987.9200,983.2590,,A,86.3400
013041,20211231,2021,INDL,C,D,STD,SNV,USD,,57317.2260,4759.6550,14.1450,145.0100,,33.1630,226.8580,1270.6160,1270.6160,760.4670,11.8180,,52020.4260,760.4670,794.0160,,2103.4090,2103.4090,5296.8000,120.3960,A,47.8700
013071,20211231,2021,INDL,C,D,STD,RDNT,USD,324.2640,2058.4740,228.9040,874.8880,53.5480,1397.7890,0.0000,0.0000,112.5140,209.2080,24.7270,,374.7840,1712.3170,24.7270,149.4910,,1315.0770,1315.0770,228.9040,,A,30.1100
013092,20210930,2021,INDL,C,D,STD,JACK,USD,168.9580,1750.1370,-817.8820,732.0750,21.0130,2234.1410,0.0000,37.5540,285.7500,332.2500,165.7550,2.3350,329.0660,2568.0190,165.7550,201.1220,,1143.6700,1143.6700,-817.8820,,A,87.4800
013200,20211031,2021,INDL,C,D,STD,PLAB,USD,550.6160,1294.2020,823.6920,406.3210,60.0240,117.2130,0.0000,0.0000,91.0290,181.4250,55.4490,55.2490,176.1480,293.6400,55.4490,150.7720,,663.7610,663.7610,823.6920,,A,18.8500
013323,20211031,2021,INDL,C,D,STD,SAFM,USD,1086.2700,2345.0330,1850.2390,3720.9140,22.3300,28.3110,0.0000,39.2990,647.9280,816.1590,455.0890,350.9590,309.0630,494.7940,455.0890,623.4830,,4799.6530,4799.6530,1850.2390,,A,191.0800
013341,20211231,2021,INDL,C,D,STD,PGR,USD,,71132.3000,17737.7000,42910.5000,584.4000,5079.7000,26.9000,1135.9000,4428.6000,4766.0000,3350.9000,0.0000,,52900.7000,3350.9000,7761.7000,,47676.5000,47676.5000,18231.6000,,A,102.6500
013342,20211231,2021,INDL,C,D,STD,RLI,USD,,4508.3020,1229.3610,850.9770,45.2890,216.5810,0.0000,135.4610,314.9380,322.3320,279.3540,0.0000,,3278.9410,279.3540,384.9050,2.0600,1179.2450,1179.2450,1229.3610,,A,112.1000
013421,20211231,2021,INDL,C,D,STD,CDNS,USD,1715.7690,4386.2990,2740.6750,185.3640,276.7960,479.9800,0.0000,0.0000,827.2860,965.7020,695.9550,115.7210,971.2250,1645.6240,695.9550,1100.9580,0.0000,2988.2440,2988.2440,2740.6750,,A,186.3500
013453,20211231,2021,INDL,C,D,STD,OPY,USD,,3043.2500,823.1960,1151.5450,12.5470,316.0930,0.0000,19.4440,234.4960,242.4900,158.9640,634.5040,,2090.2200,158.9640,227.7860,,1394.0350,1394.0350,823.1960,,A,46.3700
013480,20211231,2021,INDL,C,D,STD,EBIX,USD,366.5640,1573.2490,655.3220,702.0730,30.6830,662.9670,0.0000,9.2840,119.0100,137.5050,68.1880,0.0000,205.1950,873.6950,68.1880,69.4710,0.9900,994.9380,994.9380,655.3220,,A,30.4000
013498,20211130,2021,INDL,C,D,STD,CCL,USD,10133.0000,53344.0000,12144.0000,4063.0000,1136.0000,31817.0000,0.0000,0.0000,-6273.0000,-4040.0000,-9501.0000,356.0000,10408.0000,41200.0000,-9501.0000,-4109.0000,,1908.0000,1908.0000,12144.0000,,A,20.1200
013510,20211231,2021,INDL,C,D,STD,DRE,USD,,10445.6550,6043.7510,688.9300,382.5130,3769.8390,0.0000,394.4870,381.0870,,852.8950,0.0000,,4306.6940,852.8950,642.4260,,1143.1780,1143.1780,6043.7510,,A,65.6400
013561,20211231,2021,INDL,C,D,STD,MBI,USD,,4696.0000,-313.0000,453.0000,54.5560,2406.0000,0.0000,0.0000,-326.0000,,-445.0000,0.0000,,4996.0000,-445.0000,511.0000,,127.0000,127.0000,-313.0000,,A,15.7900
013562,20211231,2021,INDL,C,D,STD,BDN,USD,,3846.1960,1690.2670,366.4160,169.9560,1876.5480,0.0000,130.3450,67.5480,,12.2890,0.0000,,2144.9770,12.2890,190.8740,,464.1170,464.1170,1690.2670,,A,13.4200
013570,20211231,2021,INDL,C,D,STD,MIDD,USD,1707.0850,6383.5980,2494.2760,1933.2460,55.4960,2511.2490,0.0000,0.0000,550.7850,669.2850,488.4920,837.4180,914.8880,3889.3220,488.4920,423.3990,,3250.7920,3250.7920,2494.2760,,A,196.7600
013579,20211231,2021,INDL,C,D,STD,EQC,USD,,3081.3830,2929.4650,43.6670,115.2060,0.0000,7.9880,5.5150,-9.2020,,-16.3960,0.0000,,26.1130,-16.3960,16.1090,,64.8020,64.8020,3048.7280,,A,25.9000
013580,20211231,2021,INDL,C,D,STD,UHT,USD,,598.4190,235.3270,52.7250,13.7850,340.2610,0.0000,38.5850,30.6610,33.2610,109.1660,0.0000,,363.0920,109.1660,47.7250,,85.9860,85.9860,235.3270,,A,59.4700
013602,20210430,2020,INDL,C,D,STD,CRMT,USD,,822.1590,406.3960,479.1530,6.6260,288.8100,0.0000,0.0000,30.6760,34.3950,104.0990,82.2630,,415.2630,104.0990,-53.8120,0.0000,808.0650,808.0650,406.3960,,A,109.8400
013619,20210331,2020,INDL,C,D,STD,ABMD,USD,787.9650,1494.3590,1329.6750,138.8070,45.2710,6.1160,0.0000,0.0000,232.8630,255.9630,225.5250,81.0590,128.9690,164.6840,225.5250,274.5780,0.0000,847.5220,847.5220,1329.6750,,A,324.2000
013623,20211231,2021,INDL,C,D,STD,CNMD,USD,460.1230,1766.0170,785.4350,426.1050,29.3730,704.5440,0.0000,23.3540,110.1310,153.7580,62.5420,231.6440,196.6460,980.5820,62.5420,111.7700,0.6400,1010.6350,1010.6350,785.4350,,A,141.7600
013721,20211231,2021,INDL,C,D,STD,ZTS,USD,6930.0000,13900.0000,4543.0000,1990.0000,472.5740,6784.0000,0.0000,509.0000,2839.0000,3287.0000,2037.0000,1923.0000,1797.0000,9356.0000,2037.0000,2213.0000,0.6200,7786.0000,7786.0000,4543.0000,,A,244.0300
013786,20211231,2021,INDL,C,D,STD,HRTX,USD,254.4230,305.7060,77.5700,43.0000,102.0050,159.4950,0.0000,0.0000,-216.2280,-213.2070,-220.6830,48.3820,71.0580,228.1360,-220.6830,-203.3540,0.0000,86.3460,86.3460,77.5700,,A,9.1300
013824,20210930,2021,INDL,C,D,STD,FICO,USD,550.9740,1567.7760,-110.9420,312.1430,27.5680,1334.7620,0.0000,0.0000,413.3070,436.8810,392.0840,0.0000,559.2070,1678.7180,392.0840,423.8170,0.0000,1316.5360,1316.5360,-110.9420,,A,433.6700
013906,20210930,2021,INDL,C,D,STD,JOUT,USD,491.2640,674.2870,458.5050,404.1250,10.1280,49.9940,0.0000,9.3110,111.2830,124.6840,83.3810,166.6150,137.5700,215.7820,83.3810,58.3180,,751.6510,751.6510,458.5050,,A,93.6900
013963,20211231,2021,INDL,C,D,STD,VGR,USD,471.8030,871.0870,-841.5530,327.2420,153.9590,1411.3610,0.0000,126.3710,334.3140,342.1300,147.1540,94.6150,165.2900,1712.6400,217.2950,255.2190,,786.0050,786.0050,-841.5530,,A,11.4800
013988,20211231,2021,INDL,C,D,STD,SCHW,USD,,667270.0000,46307.0000,9038.0000,1893.2300,19846.0000,495.0000,1862.0000,8794.0000,9958.0000,5855.0000,391638.0000,,611009.0000,5855.0000,2118.0000,1.3600,18996.0000,18996.0000,56261.0000,,A,84.1000
014027,20211231,2021,INDL,C,D,STD,CLH,USD,1741.1710,5653.6990,1513.8870,2618.9900,54.4190,2783.1080,0.0000,0.0000,341.8530,651.7330,203.2470,250.6920,925.3140,4139.8120,203.2470,545.9970,,3805.5660,3805.5660,1513.8870,,A,99.7700
014084,20211231,2021,INDL,C,D,STD,AIN,USD,758.8010,1556.0640,873.9670,481.6180,32.0960,380.8520,0.0000,26.1670,181.6090,255.8640,118.4780,117.8820,208.1660,678.4590,118.4780,217.4750,,929.2400,929.2400,873.9670,,A,88.4500
014113,20210930,2021,INDL,C,D,STD,MITK,USD,204.0560,419.6930,192.8300,13.9470,44.1610,130.2490,0.0000,0.0000,14.3050,23.2490,7.9780,0.0000,39.2090,226.8630,7.9780,37.3410,,119.7970,119.7970,192.8300,,A,17.7500
014172,20211231,2021,INDL,C,D,STD,FULT,USD,,25796.3980,2519.8020,45.0820,160.4900,,10.2770,113.8950,525.9400,555.3310,275.4970,37.5850,,23083.7180,275.4970,342.2720,,997.1570,997.1570,2712.6800,59.6820,A,17.0000
014225,20211231,2021,INDL,C,D,STD,FAST,USD,2856.6000,4299.0000,3042.2000,3055.2000,575.4650,611.8000,0.0000,643.7000,1225.2000,1395.9000,925.0000,1523.6000,682.2000,1256.8000,925.0000,770.1000,2.0000,6010.9000,6010.9000,3042.2000,,A,64.0600
014253,20211231,2021,INDL,C,D,STD,WABC,USD,,7461.0260,827.1020,1.9550,26.8660,,0.0000,44.3040,144.4360,147.6830,86.5090,0.0000,,6633.9240,86.5090,88.7350,2.7900,216.7880,216.7880,827.1020,1.9550,A,57.7300
014269,20211231,2021,INDL,C,D,STD,HLF,USD,1431.8000,2819.8000,-1391.5000,3054.6000,100.8000,3006.6000,0.0000,0.0000,743.1000,850.7000,447.2000,575.7000,1080.4000,4211.3000,447.2000,460.3000,,5802.8000,5802.8000,-1391.5000,,A,40.9300
014275,20211231,2021,INDL,C,D,STD,FRC,USD,,181087.0000,12265.0000,330.0000,179.4730,,99.0000,255.0000,2718.0000,2718.0000,1478.0000,1.0000,,165189.0000,1478.0000,1204.0000,,5305.0000,5305.0000,15898.0000,271.0000,A,206.5100
014282,20211231,2021,INDL,C,D,STD,APH,USD,5958.2000,14678.4000,6302.0000,7085.2000,599.1000,5050.9000,0.0000,379.7000,2175.5000,2564.8000,1569.4000,1894.1000,2447.1000,8299.3000,1590.8000,1540.1000,1.0000,10876.3000,10876.3000,6302.0000,,A,87.4600
014309,20211231,2021,INDL,C,D,STD,IPAR,USD,709.7150,1145.3640,571.9200,312.3090,31.8300,184.0470,0.0000,31.6900,150.4430,160.7480,87.4110,198.9140,244.9100,407.0320,87.4110,119.5860,1.6000,879.5160,879.5160,571.9200,,A,106.9000
014311,20211231,2021,INDL,C,D,STD,PII,USD,2559.0000,5047.8000,1224.3000,6082.8000,60.4000,1468.5000,0.0000,153.4000,663.0000,900.1000,493.9000,1644.8000,2230.1000,3810.3000,493.9000,293.7000,2.1000,8198.2000,8198.2000,1235.5000,,A,109.9100
014320,20211231,2021,INDL,C,D,STD,ICPT,USD,502.2920,527.0230,-183.9620,416.2490,29.5730,547.2100,0.0000,0.0000,-55.7590,-52.7810,-91.4260,0.0000,166.8170,710.9850,-91.4260,-41.6390,0.0000,363.4680,363.4680,-183.9620,,A,16.2900
014359,20211231,2021,INDL,C,D,STD,PXD,USD,6173.0000,36811.0000,22837.0000,8517.0000,242.7780,7835.0000,0.0000,1658.0000,6495.0000,9005.0000,2118.0000,369.0000,4073.0000,13974.0000,2118.0000,6059.0000,,17870.0000,17870.0000,22837.0000,,A,181.8800
014369,20211231,2021,INDL,C,D,STD,USM,USD,1605.0000,10341.0000,4547.0000,1908.0000,86.0000,3749.0000,0.0000,0.0000,191.0000,869.0000,155.0000,173.0000,903.0000,5767.0000,155.0000,802.0000,,4122.0000,4122.0000,4547.0000,,A,31.5200
014370,20211231,2021,INDL,C,D,STD,MAN,USD,6422.7000,9828.9000,2521.7000,17243.5000,53.5970,1487.3000,0.0000,136.6000,610.6000,684.0000,382.4000,0.0000,5780.5000,7297.2000,382.4000,644.8000,2.7000,20724.4000,20724.4000,2521.7000,,A,97.3300
014403,20211231,2021,INDL,C,D,STD,DX,USD,,3639.7380,663.4360,12.7570,36.6660,,8.3290,59.6220,41.3290,,102.2610,0.0000,,2868.4590,102.2610,146.9700,,65.4140,65.4140,771.2790,,A,16.7100
014418,20211231,2021,INDL,C,D,STD,MGM,USD,6416.1820,40899.1160,6070.6450,5030.6090,453.8040,24768.1920,0.0000,4.7890,665.5470,1816.1570,1176.0720,96.3740,3442.2640,29774.8030,1176.0720,1373.4230,,9680.1400,9680.1400,6070.6450,,A,44.8800
014477,20211231,2021,INDL,C,D,STD,WM,USD,3069.0000,29097.0000,7124.0000,11000.0000,416.1240,13928.0000,0.0000,970.0000,2989.0000,5099.0000,1816.0000,135.0000,4082.0000,21971.0000,1816.0000,4338.0000,2.1000,17931.0000,17931.0000,7124.0000,,A,166.9000
014561,20210630,2021,INDL,C,D,STD,IIVI,USD,3027.3940,6512.6500,2960.8510,1695.1750,105.4860,1526.0400,37.2310,37.2310,440.4190,710.4880,297.5520,695.8280,729.5890,2380.3020,297.5520,574.3530,,3105.8910,3105.8910,4132.3480,,A,68.3300
014590,20211231,2021,INDL,C,D,STD,FCX,USD,14830.0000,48022.0000,13980.0000,11462.0000,1457.0000,9769.0000,0.0000,551.0000,8407.0000,10945.0000,4306.0000,4497.0000,5892.0000,25003.0000,4306.0000,7715.0000,2.5000,22845.0000,22845.0000,13980.0000,,A,41.7300
014624,20211231,2021,INDL,C,D,STD,ODP,USD,2389.0000,4865.0000,1438.0000,6465.0000,48.4560,1305.0000,0.0000,0.0000,285.0000,431.0000,187.0000,859.0000,2265.0000,3427.0000,-208.0000,323.0000,,8465.0000,8465.0000,1438.0000,,A,39.2800
014790,20211231,2021,INDL,C,D,STD,MTH,USD,,4807.5330,3044.3890,3696.6980,37.3410,1186.2090,0.0000,0.0000,967.4670,982.7670,737.4440,3833.0980,,1763.1440,737.4440,-152.0920,,5141.3170,5141.3170,3044.3890,,A,122.0600
014793,20211231,2021,INDL,C,D,STD,ARCH,USD,882.8710,2117.1600,683.8660,1579.8360,15.3930,581.0060,0.0000,4.0010,393.7890,535.8640,337.5730,156.7340,522.3400,1433.2940,337.5730,238.2840,,2208.0420,2208.0420,683.8660,,A,91.3200
014822,20211231,2021,INDL,C,D,STD,WRB,USD,,32086.4140,6653.0110,7987.5850,176.7810,3475.7970,0.0000,355.7360,1195.8670,1247.8670,1022.4900,0.0000,,25418.6840,1022.4900,2183.9870,,9235.4520,9235.4520,6653.0110,,A,82.3900
014824,20211231,2021,INDL,C,D,STD,CINF,USD,,31387.0000,13105.0000,5874.0000,160.3000,843.0000,0.0000,406.0000,3723.0000,3756.0000,2946.0000,0.0000,,18282.0000,2946.0000,1981.0000,2.6200,9630.0000,9630.0000,13105.0000,,A,113.9300
014828,20211231,2021,INDL,C,D,STD,ORI,USD,,24981.8000,6893.2000,7336.0000,307.5660,1825.0000,0.0000,715.1000,1978.3000,2005.5000,1534.3000,0.0000,,18088.6000,1534.3000,1311.6000,4.7600,9341.5000,9341.5000,6893.2000,,A,24.5800
014891,20211231,2021,INDL,C,D,STD,MGPI,USD,367.0980,1041.4670,644.7510,429.9470,21.9640,243.2610,0.0000,10.0130,97.6810,116.7730,91.3070,245.9440,88.8000,397.2020,91.3070,88.2630,,626.7200,626.7200,644.7550,,A,84.9900
014898,20211231,2021,INDL,C,D,STD,DDD,USD,1031.7370,1549.0990,842.3810,317.1500,128.3750,502.6230,0.0000,0.0000,-20.6480,14.0630,322.0520,92.8870,178.0120,706.7180,322.0520,48.1470,,615.6390,615.6390,842.3810,,A,21.5400
014934,20211231,2021,INDL,C,D,STD,DVN,USD,4249.0000,21025.0000,9262.0000,6369.0000,663.0000,6760.0000,0.0000,1329.0000,3246.0000,5436.0000,2813.0000,,3087.0000,11626.0000,2813.0000,4899.0000,,12206.0000,12206.0000,9262.0000,,A,44.0500
014954,20210831,2021,INDL,C,D,STD,LNN,USD,416.1030,637.1850,338.4450,402.5410,10.9080,138.0230,0.0000,14.1660,55.6070,70.5070,42.5720,145.2440,138.2400,298.7400,42.5720,43.9680,1.1000,567.6460,567.6460,338.4450,,A,152.0000
014960,20211231,2021,INDL,C,D,STD,LH,USD,5330.5000,20385.4000,10273.4000,10121.0000,93.1000,6342.6000,0.0000,0.0000,3374.1000,4119.3000,2377.3000,401.4000,2782.9000,10091.4000,2377.3000,3109.6000,0.0000,16120.9000,16120.9000,10273.4000,,A,314.2100
015044,20210131,2020,INDL,C,D,STD,WDAY,USD,4802.0610,8718.4110,3277.8340,890.1320,242.6670,2238.0650,0.0000,0.0000,-169.5990,121.4010,-282.4310,0.0000,4282.6480,5440.5770,-282.4310,1268.4410,,4317.9960,4317.9960,3277.8340,,A,239.6100
015060,20211231,2021,INDL,C,D,STD,CPE,USD,295.4440,5547.5030,1865.7680,588.7250,61.3710,2735.2610,0.0000,0.0000,1049.2660,1405.5450,365.1510,0.0000,872.4910,3681.7350,365.1510,974.1430,,2045.0300,2045.0300,1865.7680,,A,47.2500
015101,20211231,2021,INDL,C,D,STD,MFA,USD,,9139.6880,2542.6580,75.0530,432.5510,6423.7590,32.8750,202.1500,349.4230,,328.8700,0.0000,,6596.8400,328.8700,120.2930,,424.4760,424.4760,2542.8480,,A,4.5600
015247,20211231,2021,INDL,C,D,STD,VLO,USD,21165.0000,57888.0000,18430.0000,102971.0000,409.1960,15125.0000,0.0000,1602.0000,2709.0000,4409.0000,930.0000,6265.0000,16851.0000,38071.0000,930.0000,5859.0000,,108332.0000,108332.0000,18430.0000,,A,75.1100
015252,20211231,2021,INDL,C,D,STD,TRS,USD,431.7700,1303.6400,630.8500,601.2000,42.8370,445.7200,0.0000,1.7400,104.8500,158.3000,57.3100,152.4500,154.9000,672.7900,57.3100,134.2200,,857.1100,857.1100,630.8500,,A,37.0000
015267,20211231,2021,INDL,C,D,STD,IEX,USD,1678.0000,4917.2000,2803.1000,1425.7000,76.1950,1301.3000,0.0000,164.4000,667.9000,770.9000,449.4000,370.4000,480.0000,2114.1000,449.4000,565.3000,1.0100,2764.8000,2764.8000,2803.1000,,A,236.3200
015343,20211231,2021,INDL,C,D,STD,MLI,USD,1019.0030,1728.9360,1222.1180,2938.9890,57.2960,24.9890,0.0000,29.7250,599.6140,645.0040,468.5200,430.2440,382.4390,471.9730,468.5200,311.7010,1.1000,3769.3450,3769.3450,1222.1180,,A,59.3600
015417,20211231,2021,INDL,C,D,STD,BRO,USD,3330.2840,9795.4430,4196.8930,2159.4450,282.4960,2246.3540,0.0000,107.2290,858.6440,891.9530,587.1040,0.0000,2667.3660,5598.5500,587.1040,942.4690,,3051.3980,3051.3980,4196.8930,,A,70.2800
015420,20210131,2020,INDL,C,D,STD,AMBA,USD,497.3040,573.2800,474.9760,78.3170,35.5470,10.4360,0.0000,0.0000,-61.8660,-52.7660,-59.7860,26.0810,73.9670,98.3040,-59.7860,30.8000,0.0000,222.9900,222.9900,474.9760,,A,91.8200
015459,20211231,2021,INDL,C,D,STD,TG,USD,236.4130,523.5840,184.7220,655.8420,33.7370,87.9890,0.0000,16.1670,65.5180,89.3020,57.9370,88.5690,168.5480,338.8620,57.8260,70.5830,2.6000,826.4550,826.4550,184.7220,,A,11.8200
015520,20210131,2020,INDL,C,D,STD,SIG,USD,3582.0000,6178.9000,1190.3000,3317.0000,52.3000,1671.3000,33.5000,33.5000,146.5000,322.5000,-15.2000,2032.5000,1998.7000,4346.3000,-15.2000,1372.3000,,5226.9000,5226.9000,1832.6000,,A,27.2700
016009,20210131,2020,INDL,C,D,STD,SPWH,USD,324.6530,660.8180,204.6600,953.4840,43.6230,264.3100,0.0000,0.0000,132.7470,154.5760,91.3800,243.4340,227.4280,456.1580,91.3800,238.8160,,1451.7670,1451.7670,204.6600,,A,17.5500
