gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup
022672,20211231,2021,INDL,C,D,STD,SHAK,USD,A,2530
022674,20211231,2021,INDL,C,D,STD,DEA,USD,A,6010
022717,20211231,2021,INDL,C,D,STD,SYBT,USD,A,4010
022741,20211231,2021,INDL,C,D,STD,CC,USD,A,1510
022815,20211231,2021,INDL,C,D,STD,TRMB,USD,A,4520
022867,20211231,2021,INDL,C,D,STD,NVTA,USD,A,3510
022983,20211231,2021,INDL,C,D,STD,XHR,USD,A,6010
023027,20211231,2021,INDL,C,D,STD,EXPO,USD,A,2020
023071,20211231,2021,INDL,C,D,STD,GDDY,USD,A,4510
023083,20210930,2021,INDL,C,D,STD,ENR,USD,A,3030
023084,20211231,2021,INDL,C,D,STD,BHE,USD,A,4520
023086,20211231,2021,INDL,C,D,STD,NXRT,USD,A,6010
023106,20211231,2021,INDL,C,D,STD,VRAY,USD,A,3510
023147,20211231,2021,INDL,C,D,STD,NSA,USD,A,6010
023167,20210930,2021,INDL,C,D,STD,BLBD,USD,A,2010
023208,20210430,2020,INDL,C,D,STD,BNED,USD,A,2550
023224,20210930,2021,INDL,C,D,STD,ESE,USD,A,2010
023225,20211231,2021,INDL,C,D,STD,CABO,USD,A,5020
023238,20211231,2021,INDL,C,D,STD,ETSY,USD,A,2550
023245,20211231,2021,INDL,C,D,STD,BLD,USD,A,2520
023247,20211231,2021,INDL,C,D,STD,PJT,USD,A,4020
023249,20210630,2021,INDL,C,D,STD,LITE,USD,A,4520
023407,20211231,2021,INDL,C,D,STD,BPMC,USD,A,3520
023432,20211231,2021,INDL,C,D,STD,VIRT,USD,A,4020
023500,20211231,2021,INDL,C,D,STD,CATY,USD,A,4010
023555,20211231,2021,INDL,C,D,STD,COLL,USD,A,3520
023556,20211231,2021,INDL,C,D,STD,CHCT,USD,A,6010
023587,20210930,2021,INDL,C,D,STD,HAYN,USD,A,1510
023714,20211231,2021,INDL,C,D,STD,CYH,USD,A,3510
023753,20211231,2021,INDL,C,D,STD,DORM,USD,A,2510
023793,20211231,2021,INDL,C,D,STD,PSB,USD,A,6010
023809,20210831,2021,INDL,C,D,STD,AZO,USD,A,2550
023812,20211231,2021,INDL,C,D,STD,REGN,USD,A,3520
023818,20211231,2021,INDL,C,D,STD,EVH,USD,A,3510
023843,20211231,2021,INDL,C,D,STD,WING,USD,A,2530
023865,20211231,2021,INDL,C,D,STD,BW,USD,A,2010
023977,20211231,2021,INDL,C,D,STD,APLE,USD,A,6010
023978,20211231,2021,INDL,C,D,STD,X,USD,A,1510
023990,20211231,2021,INDL,C,D,STD,GKOS,USD,A,3510
023996,20211231,2021,INDL,C,D,STD,GNL,USD,A,6010
024021,20210331,2020,INDL,C,D,STD,HAE,USD,A,3510
024040,20211231,2021,INDL,C,D,STD,IONS,USD,A,3520
024071,20211231,2021,INDL,C,D,STD,APPF,USD,A,4510
024076,20210131,2020,INDL,C,D,STD,OLLI,USD,A,2550
024135,20211231,2021,INDL,C,D,STD,ALRM,USD,A,4510
024157,20211231,2021,INDL,C,D,STD,FCFS,USD,A,4020
024176,20211231,2021,INDL,C,D,STD,NTRA,USD,A,3520
024177,20211231,2021,INDL,C,D,STD,MCRB,USD,A,3520
024197,20211231,2021,INDL,C,D,STD,IDXX,USD,A,3510
024216,20211231,2021,INDL,C,D,STD,AES,USD,A,5510
024225,20210331,2020,INDL,C,D,STD,CRVL,USD,A,3510
024249,20211231,2021,INDL,C,D,STD,TDOC,USD,A,3510
024287,20211231,2021,INDL,C,D,STD,AMBC,USD,A,4030
024291,20211231,2021,INDL,C,D,STD,DIN,USD,A,2530
024293,20211231,2021,INDL,C,D,STD,KALU,USD,A,1510
024302,20211231,2021,INDL,C,D,STD,ALKS,USD,A,3520
024316,20211231,2021,INDL,C,D,STD,MNST,USD,A,3020
024330,20211231,2021,INDL,C,D,STD,SRG,USD,A,6010
024344,20211231,2021,INDL,C,D,STD,VRTX,USD,A,3520
024350,20210331,2020,INDL,C,D,STD,MNRO,USD,A,2550
024351,20211231,2021,INDL,C,D,STD,LIND,USD,A,2530
024352,20211130,2021,INDL,C,D,STD,PRGS,USD,A,4510
024379,20211231,2021,INDL,C,D,STD,MTG,USD,A,4010
024396,20211231,2021,INDL,C,D,STD,TVTY,USD,A,3510
024405,20211231,2021,INDL,C,D,STD,ZBRA,USD,A,4520
024430,20210930,2021,INDL,C,D,STD,EZPW,USD,A,4020
024440,20211231,2021,INDL,C,D,STD,PRA,USD,A,4030
024447,20211231,2021,INDL,C,D,STD,BOKF,USD,A,4010
024458,20211231,2021,INDL,C,D,STD,SPNE,USD,A,3510
024463,20210430,2020,INDL,C,D,STD,FIZZ,USD,A,3020
024468,20211231,2021,INDL,C,D,STD,BIIB,USD,A,3520
024508,20210131,2020,INDL,C,D,STD,OOMA,USD,A,5010
024533,20211231,2021,INDL,C,D,STD,NHI,USD,A,6010
024599,20211231,2021,INDL,C,D,STD,AGLE,USD,A,3520
024601,20210331,2020,INDL,C,D,STD,CSWI,USD,A,2010
024616,20211231,2021,INDL,C,D,STD,PYPL,USD,A,4510
024617,20211231,2021,INDL,C,D,STD,ODFL,USD,A,2030
024620,20211231,2021,INDL,C,D,STD,RHP,USD,A,6010
024638,20211231,2021,INDL,C,D,STD,TRU,USD,A,2020
024678,20211231,2021,INDL,C,D,STD,HMN,USD,A,4030
024708,20211231,2021,INDL,C,D,STD,ATNI,USD,A,5010
024720,20211231,2021,INDL,C,D,STD,WNC,USD,A,2010
024725,20210331,2020,INDL,C,D,STD,WRLD,USD,A,4020
024731,20211231,2021,INDL,C,D,STD,KIM,USD,A,6010
024750,20211231,2021,INDL,C,D,STD,WETF,USD,A,4020
024755,20210630,2021,INDL,C,D,STD,JBSS,USD,A,3020
024782,20211231,2021,INDL,C,D,STD,PRGO,USD,A,3520
024783,20210930,2021,INDL,C,D,STD,TTEK,USD,A,2020
024795,20210331,2020,INDL,C,D,STD,AMSC,USD,A,2010
024800,20210930,2021,INDL,C,D,STD,QCOM,USD,A,4530
024825,20211231,2021,INDL,C,D,STD,OFC,USD,A,6010
024856,20211231,2021,INDL,C,D,STD,GILD,USD,A,3520
024861,20211231,2021,INDL,C,D,STD,PLNT,USD,A,2530
024905,20211231,2021,INDL,C,D,STD,RUN,USD,A,2010
024911,20210630,2021,INDL,C,D,STD,MCFT,USD,A,2520
024925,20211231,2021,INDL,C,D,STD,ROP,USD,A,2010
024975,20211031,2021,INDL,C,D,STD,SNPS,USD,A,4510
024978,20211231,2021,INDL,C,D,STD,ELY,USD,A,2520
025030,20211231,2021,INDL,C,D,STD,VRTS,USD,A,4020
025110,20211231,2021,INDL,C,D,STD,ICUI,USD,A,3510
025119,20211231,2021,INDL,C,D,STD,MHK,USD,A,2520
025166,20211231,2021,INDL,C,D,STD,KOPN,USD,A,4530
025180,20211231,2021,INDL,C,D,STD,AGCO,USD,A,2010
025201,20211231,2021,INDL,C,D,STD,CASS,USD,A,4510
025219,20210331,2020,INDL,C,D,STD,HLI,USD,A,4020
025234,20210131,2020,INDL,C,D,STD,BKE,USD,A,2550
025274,20211231,2021,INDL,C,D,STD,OLED,USD,A,4530
025279,20211231,2021,INDL,C,D,STD,BSX,USD,A,3510
025283,20210131,2020,INDL,C,D,STD,KSS,USD,A,2550
025289,20211231,2021,INDL,C,D,STD,VBIV,USD,A,3520
025313,20210331,2020,INDL,C,D,STD,STE,USD,A,3510
025318,20211231,2021,INDL,C,D,STD,USPH,USD,A,3510
025331,20210831,2021,INDL,C,D,STD,FC,USD,A,2020
025338,20210228,2020,INDL,C,D,STD,BBBY,USD,A,2550
025339,20211231,2021,INDL,C,D,STD,CACC,USD,A,4020
025340,20210930,2021,INDL,C,D,STD,DHI,USD,A,2520
025349,20211231,2021,INDL,C,D,STD,GBT,USD,A,3520
025376,20211231,2021,INDL,C,D,STD,COLB,USD,A,4010
025389,20211231,2021,INDL,C,D,STD,GPK,USD,A,1510
025430,20211031,2021,INDL,C,D,STD,FCEL,USD,A,2010
025434,20210930,2021,INDL,C,D,STD,SBUX,USD,A,2530
025536,20210930,2021,INDL,C,D,STD,CENTA,USD,A,3030
025632,20211231,2021,INDL,C,D,STD,KW,USD,A,6010
025633,20211231,2021,INDL,C,D,STD,OHI,USD,A,6010
025665,20211231,2021,INDL,C,D,STD,LTC,USD,A,6010
025737,20211231,2021,INDL,C,D,STD,CAKE,USD,A,2530
025747,20211231,2021,INDL,C,D,STD,LFUS,USD,A,4520
025749,20211231,2021,INDL,C,D,STD,ASGN,USD,A,2020
025751,20211231,2021,INDL,C,D,STD,BLX,USD,A,4020
025756,20210131,2020,INDL,C,D,STD,PSTG,USD,A,4520
025870,20211231,2021,INDL,C,D,STD,MTX,USD,A,1510
025880,20210430,2020,INDL,C,D,STD,PDCO,USD,A,3510
025893,20211231,2021,INDL,C,D,STD,SITE,USD,A,2010
025895,20211231,2021,INDL,C,D,STD,RDN,USD,A,4010
025898,20211231,2021,INDL,C,D,STD,SGRY,USD,A,3510
025904,20211231,2021,INDL,C,D,STD,ACRS,USD,A,3520
025922,20211231,2021,INDL,C,D,STD,KAI,USD,A,2010
025937,20211231,2021,INDL,C,D,STD,LGND,USD,A,3520
025964,20211231,2021,INDL,C,D,STD,GTLS,USD,A,2010
026013,20211231,2021,INDL,C,D,STD,SM,USD,A,1010
026016,20211231,2021,INDL,C,D,STD,UVE,USD,A,4030
026061,20211231,2021,INDL,C,D,STD,MTCH,USD,A,5020
026071,20211231,2021,INDL,C,D,STD,FCBC,USD,A,4010
026081,20211231,2021,INDL,C,D,STD,KURA,USD,A,3520
026112,20211231,2021,INDL,C,D,STD,CTMX,USD,A,3520
026123,20211231,2021,INDL,C,D,STD,NVCR,USD,A,3510
026146,20211231,2021,INDL,C,D,STD,RGNX,USD,A,3520
026147,20211231,2021,INDL,C,D,STD,PEN,USD,A,3510
026156,20211031,2021,INDL,C,D,STD,HPE,USD,A,4520
026162,20211231,2021,INDL,C,D,STD,ANAB,USD,A,3520
026179,20211231,2021,INDL,C,D,STD,SMBK,USD,A,4010
026270,20211231,2021,INDL,C,D,STD,ABTX,USD,A,4010
026347,20211231,2021,INDL,C,D,STD,EQBK,USD,A,4010
026349,20211231,2021,INDL,C,D,STD,AXSM,USD,A,3520
026368,20210331,2020,INDL,C,D,STD,MIME,USD,A,4510
026410,20211231,2021,INDL,C,D,STD,FCPT,USD,A,6010
026545,20210930,2021,INDL,C,D,STD,RMR,USD,A,6010
026590,20211231,2021,INDL,C,D,STD,FTV,USD,A,2010
026636,20211231,2021,INDL,C,D,STD,SENS,USD,A,3510
026658,20211231,2021,INDL,C,D,STD,AGR,USD,A,5510
026669,20211231,2021,INDL,C,D,STD,OCX,USD,A,3520
026746,20210731,2021,INDL,C,D,STD,NTNX,USD,A,4510
026749,20211231,2021,INDL,C,D,STD,HRI,USD,A,2010
026788,20211231,2021,INDL,C,D,STD,TRHC,USD,A,3510
026812,20211231,2021,INDL,C,D,STD,GCP,USD,A,1510
026847,20211231,2021,INDL,C,D,STD,TCMD,USD,A,3510
026864,20211231,2021,INDL,C,D,STD,CDEV,USD,A,1010
026874,20211231,2021,INDL,C,D,STD,EDIT,USD,A,3520
026892,20211231,2021,INDL,C,D,STD,RETA,USD,A,3520
027014,20210930,2021,INDL,C,D,STD,ATKR,USD,A,2010
027119,20211231,2021,INDL,C,D,STD,NGVT,USD,A,1510
027155,20211231,2021,INDL,C,D,STD,NTLA,USD,A,3520
027187,20211231,2021,INDL,C,D,STD,FWONK,USD,A,5020
027333,20210930,2021,INDL,C,D,STD,ADNT,USD,A,2510
027354,20211231,2021,INDL,C,D,STD,SELB,USD,A,3520
027364,20211231,2021,INDL,C,D,STD,TWLO,USD,A,4510
027373,20210930,2021,INDL,C,D,STD,VVV,USD,A,1510
027386,20211231,2021,INDL,C,D,STD,JELD,USD,A,2010
027387,20211231,2021,INDL,C,D,STD,PI,USD,A,4530
027392,20211231,2021,INDL,C,D,STD,SYRS,USD,A,3520
027393,20211231,2021,INDL,C,D,STD,HGV,USD,A,2530
027394,20211231,2021,INDL,C,D,STD,PK,USD,A,6010
027574,20211231,2021,INDL,C,D,STD,TPIC,USD,A,2010
027575,20211231,2021,INDL,C,D,STD,GOLF,USD,A,2520
027604,20211231,2021,INDL,C,D,STD,HONE,USD,A,4010
027638,20211231,2021,INDL,C,D,STD,AA,USD,A,1510
027652,20211231,2021,INDL,C,D,STD,KNSL,USD,A,4030
027665,20211231,2021,INDL,C,D,STD,FHB,USD,A,4010
027670,20211231,2021,INDL,C,D,STD,PTGX,USD,A,3520
027706,20211231,2021,INDL,C,D,STD,INSW,USD,A,1010
027716,20211231,2021,INDL,C,D,STD,MDGL,USD,A,3520
027737,20211231,2021,INDL,C,D,STD,ATOM,USD,A,4530
027776,20211231,2021,INDL,C,D,STD,RCKY,USD,A,2520
027803,20211231,2021,INDL,C,D,STD,DFIN,USD,A,4020
027810,20211231,2021,INDL,C,D,STD,LIVN,USD,A,3510
027828,20211231,2021,INDL,C,D,STD,UEIC,USD,A,2520
027871,20211231,2021,INDL,C,D,STD,FBK,USD,A,4010
027874,20211231,2021,INDL,C,D,STD,EVBG,USD,A,4510
027875,20211231,2021,INDL,C,D,STD,ELS,USD,A,6010
027885,20211231,2021,INDL,C,D,STD,TTD,USD,A,4510
027907,20210331,2020,INDL,C,D,STD,ELF,USD,A,3030
027914,20211231,2021,INDL,C,D,STD,HUM,USD,A,3510
027925,20211231,2021,INDL,C,D,STD,AVID,USD,A,4520
027928,20210731,2021,INDL,C,D,STD,INTU,USD,A,4510
027938,20210131,2020,INDL,C,D,STD,SCVL,USD,A,2550
027945,20211231,2021,INDL,C,D,STD,CSTR,USD,A,4010
027960,20211231,2021,INDL,C,D,STD,ALG,USD,A,2010
027965,20210331,2020,INDL,C,D,STD,MCHP,USD,A,4530
027981,20210131,2020,INDL,C,D,STD,CHS,USD,A,2550
028012,20211231,2021,INDL,C,D,STD,FLGT,USD,A,3510
028022,20211231,2021,INDL,C,D,STD,BANF,USD,A,4010
028034,20211231,2021,INDL,C,D,STD,CB,USD,A,4030
028070,20211231,2021,INDL,C,D,STD,ASIX,USD,A,1510
028071,20211231,2021,INDL,C,D,STD,DZSI,USD,A,4520
028084,20210131,2020,INDL,C,D,STD,COUP,USD,A,4510
028118,20211231,2021,INDL,C,D,STD,FOSL,USD,A,2520
028139,20210930,2021,INDL,C,D,STD,SANM,USD,A,4520
028155,20211231,2021,INDL,C,D,STD,TCBK,USD,A,4010
028176,20211231,2021,INDL,C,D,STD,ATR,USD,A,1510
028180,20211231,2021,INDL,C,D,STD,ORLY,USD,A,2550
028191,20211231,2021,INDL,C,D,STD,RCL,USD,A,2530
028195,20210831,2021,INDL,C,D,STD,JBL,USD,A,4520
028209,20211231,2021,INDL,C,D,STD,ANIK,USD,A,3520
028216,20211231,2021,INDL,C,D,STD,RGA,USD,A,4030
028278,20211231,2021,INDL,C,D,STD,GABC,USD,A,4010
028295,20211231,2021,INDL,C,D,STD,TWI,USD,A,2010
028320,20211231,2021,INDL,C,D,STD,CDW,USD,A,4520
028322,20211231,2021,INDL,C,D,STD,HR,USD,A,6010
028323,20211231,2021,INDL,C,D,STD,AKR,USD,A,6010
028340,20211231,2021,INDL,C,D,STD,SKT,USD,A,6010
028349,20211231,2021,INDL,C,D,STD,ALL,USD,A,4030
028367,20211231,2021,INDL,C,D,STD,IRTC,USD,A,3510
028380,20211231,2021,INDL,C,D,STD,OFIX,USD,A,3510
028384,20211231,2021,INDL,C,D,STD,SPNS,USD,A,4510
028397,20211231,2021,INDL,C,D,STD,PZZA,USD,A,2530
028410,20211231,2021,INDL,C,D,STD,BBSI,USD,A,2020
028420,20211231,2021,INDL,C,D,STD,BL,USD,A,4510
028499,20211231,2021,INDL,C,D,STD,YUMC,USD,A,2530
028590,20211231,2021,INDL,C,D,STD,BCO,USD,A,2020
028629,20211231,2021,INDL,C,D,STD,CPT,USD,A,6010
028670,20211231,2021,INDL,C,D,STD,IIPR,USD,A,6010
028704,20211231,2021,INDL,C,D,STD,MCRI,USD,A,2530
028719,20211231,2021,INDL,C,D,STD,CNDT,USD,A,4510
028733,20211231,2021,INDL,C,D,STD,EQR,USD,A,6010
028742,20211231,2021,INDL,C,D,STD,BWA,USD,A,2510
028749,20211231,2021,INDL,C,D,STD,FLL,USD,A,2530
028762,20211231,2021,INDL,C,D,STD,SPTN,USD,A,3010
028769,20211231,2021,INDL,C,D,STD,BFS,USD,A,6010
028785,20211231,2021,INDL,C,D,STD,WINA,USD,A,2550
028787,20210630,2021,INDL,C,D,STD,PFGC,USD,A,3010
028790,20210531,2020,INDL,C,D,STD,LW,USD,A,3020
028806,20210930,2021,INDL,C,D,STD,ARWR,USD,A,3520
028866,20210930,2021,INDL,C,D,STD,CASH,USD,A,4010
028930,20211231,2021,INDL,C,D,STD,MAR,USD,A,2530
028940,20211231,2021,INDL,C,D,STD,BDC,USD,A,4520
028967,20211231,2021,INDL,C,D,STD,QCRH,USD,A,4010
029004,20210930,2021,INDL,C,D,STD,VREX,USD,A,3510
029011,20211231,2021,INDL,C,D,STD,BYD,USD,A,2530
029015,20210331,2020,INDL,C,D,STD,DECK,USD,A,2520
029018,20211231,2021,INDL,C,D,STD,ALBO,USD,A,3520
029028,20210831,2021,INDL,C,D,STD,COST,USD,A,3010
029052,20211231,2021,INDL,C,D,STD,LXP,USD,A,6010
029099,20211231,2021,INDL,C,D,STD,REG,USD,A,6010
029101,20211231,2021,INDL,C,D,STD,FFIN,USD,A,4010
029108,20211231,2021,INDL,C,D,STD,PTEN,USD,A,1010
029127,20211231,2021,INDL,C,D,STD,INCY,USD,A,3520
029133,20211231,2021,INDL,C,D,STD,ITRI,USD,A,4520
029150,20210131,2020,INDL,C,D,STD,URBN,USD,A,2550
029151,20211231,2021,INDL,C,D,STD,CNTY,USD,A,2530
029156,20211231,2021,INDL,C,D,STD,UFPI,USD,A,2010
029191,20211231,2021,INDL,C,D,STD,ICHR,USD,A,4530
029206,20211231,2021,INDL,C,D,STD,FWRD,USD,A,2030
029217,20210831,2021,INDL,C,D,STD,SCHN,USD,A,1510
029241,20210630,2021,INDL,C,D,STD,VIAV,USD,A,4520
029251,20210430,2020,INDL,C,D,STD,KALV,USD,A,3520
029282,20211231,2021,INDL,C,D,STD,NYCB,USD,A,4010
029359,20211231,2021,INDL,C,D,STD,SUI,USD,A,6010
029382,20211231,2021,INDL,C,D,STD,SHOO,USD,A,2520
029389,20211231,2021,INDL,C,D,STD,SPG,USD,A,6010
029392,20211231,2021,INDL,C,D,STD,EMN,USD,A,1510
029449,20211231,2021,INDL,C,D,STD,UFPT,USD,A,3510
029453,20211231,2021,INDL,C,D,STD,LNG,USD,A,1010
029517,20211231,2021,INDL,C,D,STD,MED,USD,A,3030
029609,20210630,2021,INDL,C,D,STD,HAIN,USD,A,3020
029649,20211231,2021,INDL,C,D,STD,MAA,USD,A,6010
029684,20211231,2021,INDL,C,D,STD,JNCE,USD,A,3520
029733,20211231,2021,INDL,C,D,STD,MLM,USD,A,1510
029736,20211231,2021,INDL,C,D,STD,TSCO,USD,A,2550
029751,20211231,2021,INDL,C,D,STD,ALB,USD,A,1510
029755,20210930,2021,INDL,C,D,STD,BZH,USD,A,2520
029804,20211231,2021,INDL,C,D,STD,IVZ,USD,A,4020
029830,20210930,2021,INDL,C,D,STD,WRK,USD,A,1510
029837,20211231,2021,INDL,C,D,STD,BCRX,USD,A,3520
029855,20211231,2021,INDL,C,D,STD,FMNB,USD,A,4010
029868,20211231,2021,INDL,C,D,STD,MAC,USD,A,6010
029875,20211231,2021,INDL,C,D,STD,AVB,USD,A,6010
029901,20210731,2021,INDL,C,D,STD,CPRT,USD,A,2020
029910,20210630,2021,INDL,C,D,STD,SCSC,USD,A,4520
029930,20210331,2020,INDL,C,D,STD,MPAA,USD,A,2510
029962,20211031,2021,INDL,C,D,STD,LMNR,USD,A,3020
029984,20211231,2021,INDL,C,D,STD,PLD,USD,A,6010
029994,20211231,2021,INDL,C,D,STD,FMBH,USD,A,4010
030032,20210331,2020,INDL,C,D,STD,EXP,USD,A,1510
030055,20210630,2021,INDL,C,D,STD,SMBC,USD,A,4010
030059,20210131,2020,INDL,C,D,STD,AEO,USD,A,2550
030067,20211231,2021,INDL,C,D,STD,ADC,USD,A,6010
030098,20211231,2021,INDL,C,D,STD,IR,USD,A,2010
030137,20211231,2021,INDL,C,D,STD,NKTR,USD,A,3520
030222,20211231,2021,INDL,C,D,STD,ABCB,USD,A,4010
030259,20211231,2021,INDL,C,D,STD,PENN,USD,A,2530
030260,20211231,2021,INDL,C,D,STD,SSD,USD,A,2010
030293,20211231,2021,INDL,C,D,STD,ESS,USD,A,6010
030298,20211231,2021,INDL,C,D,STD,HIW,USD,A,6010
030312,20211231,2021,INDL,C,D,STD,IMAX,USD,A,5020
030384,20211231,2021,INDL,C,D,STD,FR,USD,A,6010
030443,20211231,2021,INDL,C,D,STD,FDP,USD,A,3020
030463,20210831,2021,INDL,C,D,STD,GBX,USD,A,2010
030477,20210930,2021,INDL,C,D,STD,MATW,USD,A,2020
030490,20211231,2021,INDL,C,D,STD,AIV,USD,A,6010
030536,20211231,2021,INDL,C,D,STD,GEO,USD,A,2020
030558,20211231,2021,INDL,C,D,STD,MLR,USD,A,2010
030576,20211231,2021,INDL,C,D,STD,ADTN,USD,A,4520
030612,20211231,2021,INDL,C,D,STD,AMED,USD,A,3510
030651,20211231,2021,INDL,C,D,STD,DAR,USD,A,3020
030662,20211231,2021,INDL,C,D,STD,SIRI,USD,A,5020
030822,20211231,2021,INDL,C,D,STD,O,USD,A,6010
030870,20210630,2021,INDL,C,D,STD,AZPN,USD,A,4510
030932,20211231,2021,INDL,C,D,STD,NWBI,USD,A,4010
030990,20211231,2021,INDL,C,D,STD,COF,USD,A,4020
031368,20211231,2021,INDL,C,D,STD,HAFC,USD,A,4010
031453,20211231,2021,INDL,C,D,STD,NSIT,USD,A,4520
031460,20211231,2021,INDL,C,D,STD,RCII,USD,A,2550
031564,20211231,2021,INDL,C,D,STD,ACIW,USD,A,4510
031587,20210131,2020,INDL,C,D,STD,DLTR,USD,A,2550
031607,20211231,2021,INDL,C,D,STD,NATI,USD,A,4520
031673,20210930,2021,INDL,C,D,STD,ABC,USD,A,3510
031752,20211231,2021,INDL,C,D,STD,CBZ,USD,A,2020
031764,20211231,2021,INDL,C,D,STD,BMRC,USD,A,4010
031843,20211231,2021,INDL,C,D,STD,HLIT,USD,A,4520
031846,20210531,2020,INDL,C,D,STD,DRI,USD,A,2530
031887,20210630,2021,INDL,C,D,STD,RMD,USD,A,3510
031895,20211231,2021,INDL,C,D,STD,BHB,USD,A,4010
033652,20210331,2020,INDL,C,D,STD,SKY,USD,A,2520
034010,20211231,2021,INDL,C,D,STD,CRK,USD,A,1010
034636,20210630,2021,INDL,C,D,STD,FOXA,USD,A,5020
035978,20211231,2021,INDL,C,D,STD,ARNC,USD,A,1510
036691,20211231,2021,INDL,C,D,STD,IAC,USD,A,5020
037445,20211231,2021,INDL,C,D,STD,AAN,USD,A,2550
060800,20211231,2021,INDL,C,D,STD,SBGI,USD,A,5020
060900,20211231,2021,INDL,C,D,STD,DISH,USD,A,5020
060902,20211231,2021,INDL,C,D,STD,HA,USD,A,2030
060914,20211231,2021,INDL,C,D,STD,LSI,USD,A,6010
060923,20210131,2020,INDL,C,D,STD,PLAY,USD,A,2530
060979,20211231,2021,INDL,C,D,STD,WAB,USD,A,2010
061155,20211231,2021,INDL,C,D,STD,AAWW,USD,A,2030
061163,20211231,2021,INDL,C,D,STD,SHO,USD,A,6010
061179,20211231,2021,INDL,C,D,STD,KFRC,USD,A,2020
061181,20211231,2021,INDL,C,D,STD,IART,USD,A,3510
061302,20211231,2021,INDL,C,D,STD,ACGL,USD,A,4030
061325,20211231,2021,INDL,C,D,STD,MD,USD,A,3510
061356,20211231,2021,INDL,C,D,STD,NOVT,USD,A,4520
061380,20211231,2021,INDL,C,D,STD,ERIE,USD,A,4030
061388,20211231,2021,INDL,C,D,STD,RE,USD,A,4030
061399,20211231,2021,INDL,C,D,STD,MYGN,USD,A,3520
061408,20211231,2021,INDL,C,D,STD,THG,USD,A,4030
061418,20210930,2021,INDL,C,D,STD,RICK,USD,A,2530
061420,20211231,2021,INDL,C,D,STD,POOL,USD,A,2550
061483,20211231,2021,INDL,C,D,STD,DVA,USD,A,3510
061487,20211231,2021,INDL,C,D,STD,BANR,USD,A,4010
061490,20211231,2021,INDL,C,D,STD,OPK,USD,A,3520
061494,20211231,2021,INDL,C,D,STD,HSIC,USD,A,3510
061519,20211231,2021,INDL,C,D,STD,SWM,USD,A,1510
061562,20211231,2021,INDL,C,D,STD,AEIS,USD,A,4520
061567,20210630,2021,INDL,C,D,STD,EL,USD,A,3030
061574,20211231,2021,INDL,C,D,STD,WAT,USD,A,3520
061585,20211231,2021,INDL,C,D,STD,FFIC,USD,A,4010
061591,20210430,2020,INDL,C,D,STD,NTAP,USD,A,4520
061635,20211231,2021,INDL,C,D,STD,NWPX,USD,A,2010
061655,20211231,2021,INDL,C,D,STD,NVAX,USD,A,3520
061676,20211231,2021,INDL,C,D,STD,CTXS,USD,A,4510
061693,20211231,2021,INDL,C,D,STD,HTLF,USD,A,4010
061711,20211231,2021,INDL,C,D,STD,TGTX,USD,A,3520
061732,20210831,2021,INDL,C,D,STD,MSM,USD,A,2010
061739,20211231,2021,INDL,C,D,STD,HIG,USD,A,4030
061811,20211231,2021,INDL,C,D,STD,SCCO,USD,A,1510
062169,20210531,2020,INDL,C,D,STD,LNDC,USD,A,3020
062221,20210331,2020,INDL,C,D,STD,CMCO,USD,A,2010
062266,20211231,2021,INDL,C,D,STD,CSGS,USD,A,4510
062374,20211231,2021,INDL,C,D,STD,IRM,USD,A,6010
062378,20211231,2021,INDL,C,D,STD,HUBG,USD,A,2030
062396,20210731,2021,INDL,C,D,STD,IDT,USD,A,5010
062475,20211231,2021,INDL,C,D,STD,ABUS,USD,A,3520
062516,20211231,2021,INDL,C,D,STD,CENX,USD,A,1510
062654,20211231,2021,INDL,C,D,STD,SASR,USD,A,4010
062689,20211231,2021,INDL,C,D,STD,TRV,USD,A,4030
062723,20211231,2021,INDL,C,D,STD,TCX,USD,A,4510
062823,20211231,2021,INDL,C,D,STD,FCN,USD,A,2020
062897,20211231,2021,INDL,C,D,STD,TUP,USD,A,2520
062921,20211231,2021,INDL,C,D,STD,NBIX,USD,A,3520
062965,20211231,2021,INDL,C,D,STD,SSNC,USD,A,4510
062979,20211231,2021,INDL,C,D,STD,SBSI,USD,A,4010
063000,20211231,2021,INDL,C,D,STD,RUSHA,USD,A,2010
063080,20211231,2021,INDL,C,D,STD,ANSS,USD,A,4510
063172,20210831,2021,INDL,C,D,STD,FDS,USD,A,4020
063186,20211231,2021,INDL,C,D,STD,QGEN,USD,A,3520
063232,20211231,2021,INDL,C,D,STD,OCFC,USD,A,4010
063290,20211231,2021,INDL,C,D,STD,PEGA,USD,A,4510
063338,20211231,2021,INDL,C,D,STD,STRA,USD,A,2530
063405,20211231,2021,INDL,C,D,STD,GERN,USD,A,3520
063417,20211231,2021,INDL,C,D,STD,TTEC,USD,A,4510
063422,20211231,2021,INDL,C,D,STD,LAMR,USD,A,6010
063447,20210131,2020,INDL,C,D,STD,GES,USD,A,2550
063456,20211231,2021,INDL,C,D,STD,CSV,USD,A,2530
063527,20211231,2021,INDL,C,D,STD,SRCL,USD,A,2020
063531,20211231,2021,INDL,C,D,STD,MVIS,USD,A,4520
063643,20210131,2020,INDL,C,D,STD,ANF,USD,A,2550
063645,20211231,2021,INDL,C,D,STD,ENDP,USD,A,3520
